Code,Name_KR,Name_EN,Category(존재),Subcategory,Main_Function(기능),Ambiguity,Note,Description(사전식 설명),CHECK_DUP,Has_Rule,Rule_ID,,intensity,Volatility,Dominance,Pairing,Avoid_pairing,Usage_position,,,,,
623.01,오레가노,Oregano,Aroma & Herb,Warm Woody Herb,Aroma,-,지중해 허브,따뜻하고 약간 쌉쌀한 허브향으로 토마토 기반 요리에 적합,-,-,-,,,,,,,,,,,,
623.02,마조람,Marjoram,Aroma & Herb,Warm Woody Herb,Aroma,-,부드러운 허브향,오레가노보다 부드럽고 달큰한 향을 가진 허브,-,-,-,,,,,,,,,,,,
630,향채 채소,Aromatic Vegetable,Herb & Aromatic,Aromatic Vegetable,Aroma,-,상위군,향을 내는 채소형 재료군,-,-,-,,,,,,,,,,,,
631,구근/쪽 향채,Bulb / Clove Aromatic,Herb & Aromatic,Aromatic Vegetable,Aroma,-,하위군,구근이나 쪽 형태를 중심으로 사용하는 향채 채소군,-,-,-,,,,,,,,,,,,
631.01,양파,Onion,Herb & Aromatic,Bulb / Clove Aromatic,Aroma,-,기본형,단맛과 황화합물 향을 함께 제공하는 대표 구근 향채 채소,-,-,-,,,,,,,,,,,,
631.01.01,양파분말,Onion Powder,Herb & Aromatic,Powdered Aromatic,Aroma,state / alias,건조 향채,건조 양파를 분말화한 향미 보강 재료,-,-,-,,,,,,,Medium,Medium,Medium,"마늘,버터",강한 산미,중반
631.02,마늘,Garlic,Herb & Aromatic,Bulb / Clove Aromatic,Aroma,향채 베이스 + 자극 성분 동반,자극성 향,강한 황화합물 향과 자극감을 가진 대표 쪽 향채 채소,-,-,-,state_minced,,,,,,High,High,High,"고기,기름",유제품,전반
631.02.01,마늘분말,Garlic Powder,Herb & Aromatic,Powdered Aromatic,Aroma,modifier engine,aliasMap 처리 O,건조 마늘을 분말화한 향미 강화 재료,-,-,-,,,,,,,Medium,Medium,Medium,"육류,버터",강한 산미,중반
631.02.02,다진마늘,Minced Garlic,Herb & Aromatic,Processed Aromatic,Aroma,마늘의 상태 표현,즉각적 향 발산,잘게 분쇄되어 빠르게 향을 내는 마늘 상태,-,-,-,,,,,,,High,High,High,"고추,기름",유제품,초반
631.02.03,구운마늘,Roasted Garlic,Herb & Aromatic,Roasted Aromatic,Aroma+Sweet,마늘의 상태 표현,구운 단향,가열로 단맛과 깊은 풍미가 강화된 마늘,-,-,-,,,,,,,Medium,Low,Medium,"버터,치즈",강한 산미,후반
631.03,샬롯,Shallot,Herb & Aromatic,Bulb / Clove Aromatic,Aroma,-,섬세한 알리움향,양파보다 섬세하고 은은한 향을 내는 소형 구근 향채 채소,-,-,-,,,,,,,,,,,,
632,잎/파형 향채,Leaf / Scallion Aromatic,Herb & Aromatic,Aromatic Vegetable,Aroma,-,하위군,잎이나 파형 줄기를 중심으로 사용하는 향채 채소군,-,-,-,,,,,,,,,,,,
632.01,대파,Green Onion,Herb & Aromatic,Leaf / Scallion Aromatic,Aroma,-,파향,익히면 단맛과 향을 내고 생으로는 알싸한 파향을 주는 향채 채소,-,-,-,,,,,,,,,,,,
632.02,쪽파,Chive Onion,Herb & Aromatic,Leaf / Scallion Aromatic,Aroma,-,은은한 파향,가늘고 부드러운 파향을 가진 향채 채소,-,-,-,,,,,,,,,,,,
632.03,부추,Garlic Chives,Herb & Aromatic,Leaf / Scallion Aromatic,Aroma,-,마늘향 계열,잎채소 형태지만 마늘 계열의 향을 가진 향채 채소,-,-,-,,,,,,,,,,,,
632.04,달래,Wild Chive,Herb & Aromatic,Leaf / Scallion Aromatic,Aroma,-,마늘향 계열,은은한 마늘향과 알싸한 향을 가진 향채 채소로 주로 생으로 사용됨,-,-,-,,,,,,,,,,,,
633,줄기형 향채,Stalk Aromatic,Herb & Aromatic,Aromatic Vegetable,Aroma,-,하위군,줄기나 잎자루의 향을 중심으로 사용하는 향채 채소군,-,-,-,,,,,,,,,,,,
633.01,셀러리,Celery,Herb & Aromatic,Stalk Aromatic,Aroma,-,청량한 초록향,서양식 베이스 향을 내는 대표 줄기형 향채 채소,-,-,-,,,,,,,,,,,,
633.02,미나리,Water Dropwort,Herb & Aromatic,Stalk Aromatic,Aroma,-,청량한 초록향,"수분감 있고 청량한 초록향을 가진 줄기 중심 향채 채소로 생식 및 무침, 탕에 활용됨",-,-,-,,,,,,,,,,,,
634,잎채소형 향채,Leafy Aromatic Green,Herb & Aromatic,Aromatic Vegetable,Aroma,-,하위군,잎 자체의 향과 쌉쌀한 인상을 함께 주는 향채 채소군,-,-,-,,,,,,,,,,,,
634.01,아루굴라,Arugula,Herb & Aromatic,Leafy Aromatic Green,Aroma,-,후추향 잎채소,가벼운 쌉쌀함과 후추 같은 향을 가진 잎채소형 향채,-,-,-,,,,,,,,,,,,
634.02,크레송,Watercress,Herb & Aromatic,Leafy Aromatic Green,Aroma,-,청량한 쌉싸름함,물향과 쌉싸름한 초록향을 가진 잎채소형 향채,-,-,-,,,,,,,,,,,,
634.03,쑥갓,Garland Chrysanthemum,Herb & Aromatic,Leafy Aromatic Green,Aroma,-,쌉싸름한 초록향,"특유의 진한 초록향과 은은한 쌉싸름함을 가진 잎채소형 향채로 국물, 전골, 무침 등에 활용됨",-,-,-,,,,,,,,,,,,
640,뿌리/리좀 향채,Root / Rhizome Aromatic,Herb & Aromatic,Aromatic Root / Rhizome,Aroma,-,"하위군. “강한 향을 가지지만, 자극(heat)이나 향신(spice)보다
조리 베이스 향채로 쓰이는 뿌리/줄기 계열”","뿌리나 리좀에서 향을 추출하는 재료군으로, 따뜻하고 깊은 향을 제공하며 건조·분말 형태로도 사용됨",-,-,-,,,,,,,,,,,,
640.01,레몬그라스,Lemongrass,Herb & Aromatic,Aromatic Root / Rhizome,Aroma,-,시트러스 향,상큼한 레몬 계열 향을 제공하는 향재로 동남아 요리 및 차에 사용됨,-,-,-,,,,,,,,,,,,
640.02,마늘종,Garlic Scape,Herb & Aromatic,Aromatic Root / Rhizome,Aroma,-,부드러운 마늘향,마늘의 줄기 부분으로 부드러운 마늘향을 제공하며 볶음 등에 사용됨,-,-,-,,,,,,,,,,,,
640.03,핑거루트,Fingerroot,Herb & Aromatic,Aromatic Root / Rhizome,Aroma,-,이국적 뿌리향,생강과 유사하지만 더 가볍고 향긋한 이국적인 향을 가진 뿌리 재료,-,-,-,,,,,,,,,,,,
640.04,캄퍼루트,Camphor Root,Herb & Aromatic,Aromatic Root / Rhizome,Aroma,-,캄퍼 향,특유의 시원하고 강한 향을 가진 뿌리 재료로 일부 전통 요리에 사용됨,-,-,-,,,,,,,,,,,,
700,향신료,Spice,Spice,Spice,Aroma,-,상위군,"건조된 씨앗, 열매, 껍질, 뿌리 등을 사용해 강한 향과 개성을 부여하는 농축된 향 재료 계열",-,-,-,,,,,,,,,,,,
710,씨앗 향신료,Seed Spice,Spice,Seed Spice,Aroma,-,상위군,"씨앗 형태에서 유래한 향신료로, 분쇄·가열 시 향이 빠르게 방출되며 요리에 방향성과 개성을 부여하는 농축 향 재료군",-,-,-,,,,,,,,,,,,
711,따뜻한/흙향 씨앗 향신료,Warm / Earthy Seed Spice,Spice,Seed Spice,Aroma,-,하위군,따뜻하고 흙향 중심의 베이스를 형성하는 씨앗 향신료 하위군,-,-,-,,,,,,,,,,,,
711.01,커민,Cumin,Spice,Warm / Earthy Seed Spice,Aroma,-,따뜻한 흙향,따뜻하고 흙향 중심의 강한 향을 가진 대표 씨앗 향신료,-,-,-,,,,,,,,,,,,
711.02,페뉴그릭,Fenugreek,Spice,Warm / Earthy Seed Spice,Aroma,-,고소한 쌉쌀함,"고소함과 약한 쌉쌀함, 따뜻한 향을 가진 씨앗 향신료",-,-,-,,,,,,,,,,,,
712,달콤한/향긋한 씨앗 향신료,Sweet / Aromatic Seed Spice,Spice,Seed Spice,Aroma,-,하위군,달콤하거나 향긋한 상부 향을 가지는 씨앗 향신료 하위군,-,-,-,,,,,,,,,,,,
712.01,펜넬씨,Fennel Seed,Spice,Sweet / Aromatic Seed Spice,Aroma,-,감초향 계열,달콤하고 아니스 계열의 향을 가진 씨앗 향신료,-,-,-,,,,,,,,,,,,
712.02,캐러웨이,Caraway,Spice,Sweet / Aromatic Seed Spice,Aroma,-,따뜻한 향긋함,독특하고 향긋한 방향성을 가진 씨앗 향신료,-,-,-,,,,,,,,,,,,
712.03,아니스,Anise Seed,Spice,Sweet / Aromatic Seed Spice,Aroma,-,감초 향,달콤하고 강한 감초향을 가진 씨앗 향신료로 제과·리큐어·요리에 사용,-,-,-,,,,,,,,,,,,
712.04,양귀비 씨,Poppy Seed,Spice,Sweet / Aromatic Seed Spice,Aroma,,고소한 쌉쌀함,고소하고 은은한 향을 더하는 씨앗 향신료,-,-,-,,,,,,,,,,,,
712.05,참깨,Sesame Seed,Spice,Sweet / Aromatic Seed Spice,Aroma,지방 함량 높음,고소한 향,"고소하고 부드러운 향과 지방감을 함께 가지며 통깨, 볶은깨, 분말 형태로 널리 쓰이는 씨앗 향신료",-,-,-,,,,,,,,,,,,
712.06,들깨,Perilla Seed,Spice,Nutty Seed Spice,Lipid+Aroma,들깨가루 alias,고소한 풀향,고소한 지방감과 풀향을 가진 씨앗 재료,-,-,-,,,,,,,High,Medium,High,"된장,나물",강한 산미,후반
712.07,깨소금,Ground Sesame Salt,Spice,Sweet / Aromatic Seed Spice,Aroma+Salty,참깨+소금 복합 가능,분쇄 참깨 조미형,볶거나 분쇄한 참깨를 기반으로 만든 조미 재료로 고소한 향과 함께 염도 또는 풍미 보강 기능을 제공한다.,-,-,-,,,,,,,High,Medium,Medium,"참기름,나물",강한 산미,후반
713,복합/이국적 씨앗 향신료,Complex / Exotic Seed Spice,Spice,Seed Spice,Aroma,-,하위군,단일 기준으로 묶기 어려운 개성 강한 씨앗 향신료 하위군,-,-,-,,,,,,,,,,,,
713.01,아조완,Ajwain,Spice,Complex / Exotic Seed Spice,Aroma,-,강한 허브향,타임과 유사한 강한 허브성 향을 가진 이국적 씨앗 향신료,-,-,-,,,,,,,,,,,,
720,열매/과실 향신료,Fruit / Pod Spice,Spice,Fruit / Pod Spice,Aroma,-,상위군,"열매, 과실, 꼬투리 형태에서 유래한 향신료로 건조 또는 가공을 통해 향과 색, 자극을 농축하여 요리에 강한 개성과 방향성을 부여함",-,-,-,,,,,,,,,,,,
721,달콤/향긋 열매 향신료,Sweet / Aromatic Fruit Spice,Spice,Fruit / Pod Spice,Aroma,-,하위군,달콤하거나 부드러운 향 중심의 열매형 향신료 하위군,-,-,-,,,,,,,,,,,,
721.01,바닐라,Vanilla,Spice,Sweet / Aromatic Fruit Spice,Aroma+Sweet,-,달콤 향,강한 달콤한 향을 제공하는 대표적인 열매형 향신료로 디저트에 사용됨,-,-,-,,,,,,,,,,,,
721.02,올스파이스,Allspice,Spice,Sweet / Aromatic Fruit Spice,Aroma,-,복합 달콤향,"계피, 정향, 넛맥을 합친 듯한 복합 향을 가진 열매 향신료",-,-,-,,,,,,,,,,,,
722,색 중심 열매 향신료,Color-focused Fruit Spice,Spice,Fruit / Pod Spice,Aroma,-,하위군,색과 시각적 요소를 강조하는 열매형 향신료 하위군,-,-,-,,,,,,,,,,,,
722.01,파프리카,Paprika,Spice,Color-focused Fruit Spice,Aroma,-,색 중심형,매운맛보다 색과 은은한 향을 중심으로 작동하는 열매형 향신료,-,-,-,,,,,,,,,,,,
723,복합/이국적 열매 향신료,Complex / Exotic Fruit Spice,Spice,Fruit / Pod Spice,Aroma,-,하위군,단일 기준으로 묶기 어려운 개성 강한 열매형 향신료 하위군,-,-,-,,,,,,,,,,,,
723.01,팔각(스타아니스),Star Anise,Spice,Complex / Exotic Fruit Spice,Aroma,-,감초향,강한 아니스 계열 향을 가진 별 모양의 열매 향신료로 중식 및 향료에 사용됨,-,-,-,,,,,,,,,,,,
723.02,카다몸,Cardamom,Spice,Complex / Exotic Fruit Spice,Aroma,-,복합 향,상큼함과 따뜻함이 공존하는 복합적인 향을 가진 열매형 향신료,-,-,-,,,,,,,,,,,,
730,뿌리/껍질 향신료,Root / Bark Spice,Spice,Root / Bark Spice,Aroma,-,상위군,"뿌리, 리좀, 껍질에서 유래한 향신료로 따뜻함, 깊이, 구조감을 부여하는 농축 향 재료군",-,-,-,,,,,,,,,,,,
731,따뜻한 뿌리 향신료,Warm Root Spice,Spice,Root / Bark Spice,Aroma+Heat,Heat vs Aroma,하위군,따뜻함과 자극을 함께 가지는 뿌리·리좀 계열 향신료 하위군,-,-,-,,,,,,,,,,,,
731.01,강황,Turmeric,Spice,Warm Root Spice,Aroma,-,흙향/색감,"흙향과 약한 쌉쌀함, 강한 색을 부여하는 리좀 향신료",-,-,-,,,,,,,,,,,,
732,따뜻한 껍질 향신료,Warm Bark Spice,Spice,Root / Bark Spice,Aroma,-,하위군,껍질 기반으로 따뜻하고 달콤한 향을 형성하는 향신료 하위군,-,-,-,,,,,,,,,,,,
732.01,계피,Cinnamon,Spice,Warm Bark Spice,Aroma,-,달콤한 따뜻향,달콤하고 따뜻한 향을 가진 대표적인 껍질 향신료,-,-,-,,,,,,,,,,,,
732.02,카시아,Cassia,Spice,Warm Bark Spice,Aroma,-,강한 계피향,계피보다 더 직선적이고 강한 따뜻한 향을 가진 껍질 향신료,-,-,-,,,,,,,,,,,,
733,따뜻한 씨핵/종자 향신료,Warm Kernel Spice,Spice,Root / Bark Spice,Aroma,-,하위군,따뜻하고 둥근 향을 가지는 단단한 핵/종자 계열 향신료 하위군,-,-,-,,,,,,,,,,,,
733.01,넛맥,Nutmeg,Spice,Warm Kernel Spice,Aroma,-,둥근 따뜻향,따뜻하고 둥근 깊이를 더하는 대표적인 향신료,-,-,-,,,,,,,,,,,,
733.02,메이스,Mace,Spice,Warm Kernel Spice,Aroma,-,섬세한 따뜻향,넛맥보다 더 섬세하고 가벼운 따뜻한 향을 가진 향신료,-,-,-,,,,,,,,,,,,
734,깊은 뿌리/수지 향신료,Deep Root / Resinous Spice,Spice,Root / Bark Spice,Aroma,-,하위군,묵직하고 지속적인 잔향을 가지는 뿌리·수지 계열 향신료 하위군,-,-,-,,,,,,,,,,,,
734.01,사사프라스,Sassafras,Spice,Deep Root / Resinous Spice,Aroma,-,루트비어형,달콤하고 약재 같은 깊은 향을 만드는 뿌리/수지 계열 향신료,-,-,-,,,,,,,,,,,,
734.02,감초,Licorice Root,Spice,Deep Root / Resinous Spice,Aroma,단맛 존재,약재성 단향,강한 단맛과 약재 특유의 향을 가진 깊은 뿌리 계열 향신료로 향 균형 및 단맛 보정에 사용됨,-,-,-,,,,,,,,,,,,
734.03,당귀,Angelica Root,Spice,Deep Root / Resinous Spice,Aroma,-,약재향,"깊고 약재적인 향을 가지며 국물, 리큐어, 전통 조합에 쓰이는 뿌리 향신료",-,-,-,,,,,,,,,,,,
734.04,사르사파릴라,Sarsaparilla,Spice,Deep Root / Resinous Spice,Aroma,-,루트비어향,달콤하고 묵직한 뿌리 향을 가지며 루트비어 계열의 캐릭터를 만드는 뿌리 향신료,-,-,-,,,,,,,,,,,,
740,꽃/특수 향신료,Flower / Specialty Spice,Spice,Flower / Specialty Spice,Aroma,-,상위군,"꽃, 암술, 꽃봉오리 등에서 유래한 향신료로 섬세하고 독특한 향을 제공하며 요리에 고유한 개성을 부여함",-,-,-,,,,,,,,,,,,
741,꽃봉오리 향신료,Bud Spice,Spice,Flower / Specialty Spice,Aroma,-,하위군,꽃이 피기 전 봉오리 상태에서 채취된 향신료로 강하고 농축된 향을 가짐,-,-,-,,,,,,,,,,,,
741.01,정향,Clove,Spice,Bud Spice,Aroma,-,강한 약재향,강하고 따뜻한 향을 가진 대표적인 꽃봉오리 향신료,-,-,-,,,,,,,,,,,,
742,암술/꽃 중심 향신료,Stigma / Flower Spice,Spice,Flower / Specialty Spice,Aroma,-,하위군,꽃의 암술 또는 꽃 자체에서 향을 얻는 고급 향신료 계열,-,-,-,,,,,,,,,,,,
742.01,사프란,Saffron,Spice,Stigma / Flower Spice,Aroma,-,고급 향/색,강한 색과 섬세한 향을 동시에 제공하는 대표적인 고급 향신료,-,-,-,,,,,,,,,,,,
743,특수 향신료,Specialty Spice,Spice,Flower / Specialty Spice,Aroma,-,하위군,기존 형태 분류에 명확히 속하지 않는 고유 특성을 가진 향신료 계열,-,-,-,,,,,,,,,,,,
743.01,톤카빈,Tonka Bean,Spice,Specialty Spice,Aroma,-,바닐라/아몬드향,바닐라와 아몬드가 결합된 듯한 강한 향을 가진 특수 향신료,-,-,-,,,,,,,,,,,,
750,혼합 향신료,Blended Spice,Spice,Blended Spice,Aroma,-,상위군,여러 향신료가 조합되어 단일 재료보다 복합적인 방향성과 기능을 제공하는 향신료 계열,-,-,-,,,,,,,,,,,,
751,기본 혼합 향신료,Classic Blend Spice,Spice,Blended Spice,Aroma,-,하위군,전통적으로 널리 사용되는 대표적인 혼합 향신료 조합,-,-,-,,,,,,,,,,,,
751.01,카레가루,Curry Powder,Spice,Classic Blend Spice,Aroma+Heat,-,복합 향,다양한 향신료가 혼합되어 깊고 복합적인 향을 형성하는 대표 혼합 향신료,-,-,-,,,,,,,,,,,,
751.02,가람마살라,Garam Masala,Spice,Classic Blend Spice,Aroma,-,따뜻한 복합향,따뜻하고 깊은 향 중심의 인도식 혼합 향신료,-,-,-,,,,,,,,,,,,
751.03,칠리믹스,Chili Mix,Spice,Classic Blend Spice,Aroma+Heat,-,매운 복합향,고추와 향신료가 혼합된 매운 중심의 혼합 향신료,-,-,-,,,,,,,,,,,,
752,지역/문화 혼합 향신료,Regional Blend Spice,Spice,Blended Spice,Aroma,-,하위군,특정 지역이나 문화권에서 발전한 혼합 향신료 계열,-,-,-,,,,,,,,,,,,
752.01,자타르,Za’atar,Spice,Regional Blend Spice,Aroma,-,허브 복합향,허브와 향신료가 혼합된 중동 지역 혼합 향신료,-,-,-,,,,,,,,,,,,
752.02,두카,Dukkah,Spice,Regional Blend Spice,Aroma,-,고소 복합향,견과와 향신료가 혼합된 고소한 복합 향신료,-,-,-,,,,,,,,,,,,
753,기능 중심 혼합 향신료,Functional Blend Spice,Spice,Blended Spice,Aroma,-,하위군,"특정 기능(향, 매운맛, 색 등)을 강화하기 위해 조합된 혼합 향신료 계열",-,-,-,,,,,,,,,,,,
753.01,바비큐 시즈닝,BBQ Seasoning,Spice,Functional Blend Spice,Aroma+Heat,-,훈연/단짠향,"훈연향과 단맛, 짠맛이 결합된 기능 중심 혼합 향신료",-,-,-,,,,,,,,,,,,
753.02,타코 시즈닝,Taco Seasoning,Spice,Functional Blend Spice,Aroma+Heat,-,강한 향신료향,강한 향과 매운맛을 동시에 제공하는 기능 중심 혼합 향신료,-,-,-,,,,,,,,,,,,
753.03,양꼬치 시즈닝,Lamb Skewer Seasoning,Spice,Functional Blend Spice,Aroma+Heat,-,큐민 중심 향,"큐민, 고추, 소금 등이 혼합된 강한 향과 자극을 제공하는 혼합 향신료",-,-,-,,,,,,,,,,,,
760,추출/농축 향신료,Extracted / Infused Spice,Spice,Extracted Spice,Aroma,-,상위군,"향신료를 기름, 물, 알코올 등에 추출하거나 농축하여 향과 기능을 강화한 계열",-,-,-,,,,,,,,,,,,
761,수용성 추출 향신료,Water Extracted Spice,Spice,Extracted Spice,Aroma,-,하위군,물 기반으로 향과 성분을 추출한 계열,-,-,-,,,,,,,,,,,,
761.01,향신료 육수,Spice Broth,Spice,Water Extracted Spice,Aroma,-,물 추출,향신료를 끓여 향을 추출한 액상 형태,-,-,-,,,,,,,,,,,,
761.02,차(허브티),Herbal Tea,Spice,Water Extracted Spice,Aroma,-,약한 추출,허브를 우려 향을 추출한 형태,-,-,-,,,,,,,,,,,,
762,알코올 추출 향신료,Alcohol Extracted Spice,Spice,Extracted Spice,Aroma,-,하위군,알코올을 이용해 향을 추출한 계열,-,-,-,,,,,,,,,,,,
762.01,바닐라 익스트랙,Vanilla Extract,Spice,Alcohol Extracted Spice,Aroma,-,고농도 향,바닐라 향을 알코올로 추출한 고농축 향신료,-,-,-,,,,,,,,,,,,
800,지방 시스템,Lipid System,Lipid,Lipid,Fat,-,상위군,맛과 향을 용해·전달하고 질감과 코팅감을 형성하는 물리적 매개 시스템,-,-,-,,,,,,,,,,,,
810,동물성 지방,Animal Fat,Lipid,Animal Fat,Fat,-,하위군,동물에서 유래한 지방으로 풍부한 바디감과 감칠 전달 능력을 가진 계열,-,-,-,,,,,,,,,,,,
811,라드,Lard,Lipid,Animal Fat,Fat,-,돼지 지방,돼지에서 얻는 대표적인 동물성 지방으로 풍부한 바디감과 고소한 풍미를 제공,-,-,-,,,,,,,,,,,,
812,탤로,Tallow,Lipid,Animal Fat,Fat,-,소 지방,소에서 얻는 단단한 지방으로 깊은 풍미와 높은 열안정성을 가짐,-,-,-,,,,,,,,,,,,
813,닭기름,Chicken Fat,Lipid,Animal Fat,Fat,-,가금 지방,닭에서 얻는 지방으로 비교적 가볍고 고소한 풍미를 제공,-,-,-,,,,,,,,,,,,
814,오리기름,Duck Fat,Lipid,Animal Fat,Fat,-,가금 지방,오리에서 얻는 지방으로 진하고 풍부한 향과 바디감을 제공,-,-,-,,,,,,,,,,,,
815,어유,Fish Oil,Lipid,Animal Fat,Fat,-,해양 지방,생선에서 얻는 지방으로 해산물 특유의 풍미와 지방감을 제공,-,-,-,,,,,,,,,,,,
816,베이컨 지방,Bacon Fat,Lipid,Animal Fat,Fat+Aroma,-,훈연 지방,베이컨 조리 후 남는 지방으로 훈연향과 짠향을 함께 전달,-,-,-,,,,,,,,,,,,
817,슈말츠,Schmaltz,Lipid,Animal Fat,Fat,-,정제 가금 지방,주로 닭이나 거위에서 얻는 렌더링 지방으로 유대식 요리에 자주 사용,-,-,-,,,,,,,,,,,,
820,식물성 오일,Plant Oil,Lipid,Plant Oil,Fat,-,상위군,식물에서 추출된 액상 지방으로 향을 전달하고 음식의 질감과 바디를 형성하는 기본 지방 계열,-,-,-,,,,,,,,,,,,
821,중성 식물성 오일,Neutral Plant Oil,Lipid,Plant Oil,Fat,-,하위군,향이 약하고 범용적으로 사용되는 기본 식물성 오일 계열,-,-,-,,,,,,,,,,,,
821.00,식용유,Cooking Oil,Lipid,Neutral Oil,Lipid,대표 조리용 오일,중성 지방감,조리 시 열 전달과 지방감을 형성하는 기본 오일,-,-,-,,,,,,,Medium,Low,High,"마늘,향신료",강한 산미,전반
821.01,카놀라유,Canola Oil,Lipid,Neutral Plant Oil,Fat,-,중성 오일,향이 거의 없어 재료 본연의 맛을 방해하지 않는 기본 조리용 오일,-,-,-,,,,,,,,,,,,
821.02,콩기름,Soybean Oil,Lipid,Neutral Plant Oil,Fat,-,범용 오일,대두에서 추출된 일반적인 조리용 오일로 널리 사용됨,-,-,-,,,,,,,,,,,,
821.03,해바라기유,Sunflower Oil,Lipid,Neutral Plant Oil,Fat,-,가벼운 오일,가볍고 깔끔한 맛을 가진 식물성 오일,-,-,-,,,,,,,,,,,,
821.04,팜유,Palm Oil,Lipid,Neutral Plant Oil,Fat,-,고온 안정 오일,야자에서 추출된 식물성 오일로 높은 안정성과 중성적 지방감을 제공,-,-,-,,,,,,,,,,,,
821.05,옥수수유,Corn Oil,Lipid,Neutral Plant Oil,중성 조리용 지방,중,카놀라유·콩기름·해바라기유와 유사한 중성 식물성 오일. 향미 기여보다는 가열 조리와 지방 매체 역할이 중심.,"옥수수 배아에서 추출한 식물성 오일로, 비교적 중립적인 향과 높은 지방감을 가지며 볶음·부침·튀김 등 범용 조리에 사용되는 조리용 오일이다.",CHECK,TRUE,-,중,낮음,중,"고춧가루, 마늘, 양파, 감자, 전분, 튀김가루","섬세한 허브 마감, 강한 생식용 향미 오일 대체",조리 초반/중반,,,,,,
822,향미 오일,Aromatic Plant Oil,Lipid,Plant Oil,Fat+Aroma,-,하위군,고유 향이 뚜렷하여 전달 기능과 향미 기능을 함께 수행하는 식물성 오일 계열,-,-,-,,,,,,,,,,,,
822.01,올리브유,Olive Oil,Lipid,Aromatic Plant Oil,Fat+Aroma,-,과일 오일,올리브에서 추출된 오일로 풍부한 향과 부드러운 질감을 제공,-,-,-,,,,,,,,,,,,
822.02,참기름,Sesame Oil,Lipid,Aromatic Plant Oil,Fat+Aroma,-,견과 향,강한 고소한 향을 가진 대표적인 향미 오일,-,-,-,,,,,,,,,,,,
822.03,들기름,Perilla Oil,Lipid,Aromatic Plant Oil,Fat+Aroma,-,허브성 향,특유의 강한 향과 고소함을 가진 식물성 오일,-,-,-,,,,,,,,,,,,
822.04,호두유,Walnut Oil,Lipid,Aromatic Plant Oil,Fat+Aroma,-,고소한 향미 오일,호두 특유의 고소하고 깊은 향을 가진 식물성 오일,-,-,-,,,,,,,,,,,,
822.05,호박씨유,Pumpkin Seed Oil,Lipid,Aromatic Plant Oil,Fat+Aroma,-,진한 씨앗향,호박씨에서 추출된 진하고 깊은 향의 식물성 오일,-,-,-,,,,,,,,,,,,
822.06,아몬드오일,Almond Oil,Lipid,Aromatic Plant Oil,Fat+Aroma,-,부드러운 견과향,아몬드 특유의 부드럽고 은은한 견과 향을 가진 오일,-,-,-,,,,,,,,,,,,
822.07,트러플오일,Truffle Oil,Lipid,Flavored Oil,Fat+Aroma,-,향미 오일,트러플 향이 첨가된 향미 오일,-,-,-,,,,,,,,,,,,
822.08,마늘오일,Garlic Oil,Lipid,Flavored Oil,Fat+Aroma,-,향 추출 오일,마늘 향을 지방에 입힌 오일,-,-,-,,,,,,,,,,,,
822.09,칠리오일,Chili Oil,Lipid,Flavored Oil,Fat+Aroma+Heat,Heat vs Aroma,매운 향미 오일,고추의 향과 자극을 포함한 오일,-,-,-,,,,,,,,,,,,
822.10,허브오일,Herb Oil,Lipid,Flavored Oil,Fat+Aroma,-,허브 향 오일,허브 향을 지방에 추출한 오일,-,-,-,,,,,,,,,,,,
823,특수 식물성 오일,Specialty Plant Oil,Lipid,Plant Oil,Fat+Aroma,-,"하위군. “연기점, 구조, 기능적 특성이 일반 오일과 다른 고기능 오일”","특수 원료, 기능, 사용 목적을 가진 식물성 오일 계열",-,-,-,,,,,,,,,,,,
823.01,코코넛오일,Coconut Oil,Lipid,Specialty Plant Oil,Fat+Aroma,-,열대 향,코코넛 특유의 향과 지방감을 제공하는 식물성 오일,-,-,-,,,,,,,,,,,,
823.02,포도씨유,Grapeseed Oil,Lipid,Specialty Plant Oil,Fat,-,고온 안정,높은 발연점으로 튀김과 고온 조리에 적합한 오일,-,-,-,,,,,,,,,,,,
823.03,아보카도오일,Avocado Oil,Lipid,Specialty Plant Oil,Fat,-,고급 오일,부드럽고 고온 안정성이 높은 프리미엄 오일,-,-,-,,,,,,,,,,,,
830,유제품 지방,Dairy Fat,Lipid,Dairy Fat,Fat+Aroma,-,상위군,유제품에서 유래한 지방으로 부드러운 질감과 고소한 풍미를 형성하는 계열,-,-,-,,,,,,,,,,,,
831,순수 유제품 지방,Pure Dairy Fat,Lipid,Dairy Fat,Fat,-,하위군,유고형분이 제거되거나 지방 중심으로 구성된 순수 유제품 지방 계열,-,-,-,,,,,,,,,,,,
831.01,버터,Butter,Lipid,Pure Dairy Fat,Fat+Aroma,-,기본 유제품 지방,우유 지방을 농축한 대표적인 유제품 지방,-,-,-,,,,,,,,,,,,
831.02,클래리파이드 버터,Clarified Butter,Lipid,Pure Dairy Fat,Fat,-,정제 지방,수분과 유고형분을 제거해 고온 안정성을 높인 버터,-,-,-,,,,,,,,,,,,
831.03,기,Ghee,Lipid,Pure Dairy Fat,Fat+Aroma,-,고온 지방,인도식 정제 버터로 깊은 풍미와 높은 열안정성을 가짐,-,-,-,,,,,,,,,,,,
832,크림 기반 지방,Cream-Based Fat,Lipid,Dairy Fat,Fat+Texture,-,하위군,우유 지방과 수분이 함께 존재하여 부드러운 질감을 형성하는 유제품 계열,-,-,-,,,,,,,,,,,,
